triplet_id,sample_id,difficulty,architecture,ref_64_path,ref_128_path,pos_64_path,pos_128_path,neg_64_path,neg_128_path,pos_ncc,neg_ncc,pos_error,neg_error,gt_x,gt_y
751,177,Medium,dram_dense,data/hcr_train\triplets\00751_ref_64.npy,data/hcr_train\triplets\00751_ref_128.npy,data/hcr_train\triplets\00751_pos_64.npy,data/hcr_train\triplets\00751_pos_128.npy,data/hcr_train\triplets\00751_neg_64.npy,data/hcr_train\triplets\00751_neg_128.npy,0.9012,0.8831,1.3,142.7,53.3,801.1
752,177,Medium,dram_dense,data/hcr_train\triplets\00752_ref_64.npy,data/hcr_train\triplets\00752_ref_128.npy,data/hcr_train\triplets\00752_pos_64.npy,data/hcr_train\triplets\00752_pos_128.npy,data/hcr_train\triplets\00752_neg_64.npy,data/hcr_train\triplets\00752_neg_128.npy,0.9012,0.8829,1.3,27.7,53.3,801.1
753,177,Medium,dram_dense,data/hcr_train\triplets\00753_ref_64.npy,data/hcr_train\triplets\00753_ref_128.npy,data/hcr_train\triplets\00753_pos_64.npy,data/hcr_train\triplets\00753_pos_128.npy,data/hcr_train\triplets\00753_neg_64.npy,data/hcr_train\triplets\00753_neg_128.npy,0.9012,0.8709,1.3,84.7,53.3,801.1
754,177,Medium,dram_dense,data/hcr_train\triplets\00754_ref_64.npy,data/hcr_train\triplets\00754_ref_128.npy,data/hcr_train\triplets\00754_pos_64.npy,data/hcr_train\triplets\00754_pos_128.npy,data/hcr_train\triplets\00754_neg_64.npy,data/hcr_train\triplets\00754_neg_128.npy,0.9012,0.8553,1.3,56.7,53.3,801.1
755,179,Adversarial,finfet_7nm,data/hcr_train\triplets\00755_ref_64.npy,data/hcr_train\triplets\00755_ref_128.npy,data/hcr_train\triplets\00755_pos_64.npy,data/hcr_train\triplets\00755_pos_128.npy,data/hcr_train\triplets\00755_neg_64.npy,data/hcr_train\triplets\00755_neg_128.npy,0.4231,0.3588,1.7,90.12,869.7,441.1
756,179,Adversarial,finfet_7nm,data/hcr_train\triplets\00756_ref_64.npy,data/hcr_train\triplets\00756_ref_128.npy,data/hcr_train\triplets\00756_pos_64.npy,data/hcr_train\triplets\00756_pos_128.npy,data/hcr_train\triplets\00756_neg_64.npy,data/hcr_train\triplets\00756_neg_128.npy,0.4231,0.3361,1.7,640.35,869.7,441.1
757,179,Adversarial,finfet_7nm,data/hcr_train\triplets\00757_ref_64.npy,data/hcr_train\triplets\00757_ref_128.npy,data/hcr_train\triplets\00757_pos_64.npy,data/hcr_train\triplets\00757_pos_128.npy,data/hcr_train\triplets\00757_neg_64.npy,data/hcr_train\triplets\00757_neg_128.npy,0.4231,0.33,1.7,672.93,869.7,441.1
758,179,Adversarial,finfet_7nm,data/hcr_train\triplets\00758_ref_64.npy,data/hcr_train\triplets\00758_ref_128.npy,data/hcr_train\triplets\00758_pos_64.npy,data/hcr_train\triplets\00758_pos_128.npy,data/hcr_train\triplets\00758_neg_64.npy,data/hcr_train\triplets\00758_neg_128.npy,0.4231,0.3271,1.7,655.85,869.7,441.1
759,179,Adversarial,finfet_7nm,data/hcr_train\triplets\00759_ref_64.npy,data/hcr_train\triplets\00759_ref_128.npy,data/hcr_train\triplets\00759_pos_64.npy,data/hcr_train\triplets\00759_pos_128.npy,data/hcr_train\triplets\00759_neg_64.npy,data/hcr_train\triplets\00759_neg_128.npy,0.4231,0.3032,1.7,673.46,869.7,441.1
760,180,Easy,dram_1x,data/hcr_train\triplets\00760_ref_64.npy,data/hcr_train\triplets\00760_ref_128.npy,data/hcr_train\triplets\00760_pos_64.npy,data/hcr_train\triplets\00760_pos_128.npy,data/hcr_train\triplets\00760_neg_64.npy,data/hcr_train\triplets\00760_neg_128.npy,0.8913,0.915,0.41,31.89,742.9,726.6
761,180,Easy,dram_1x,data/hcr_train\triplets\00761_ref_64.npy,data/hcr_train\triplets\00761_ref_128.npy,data/hcr_train\triplets\00761_pos_64.npy,data/hcr_train\triplets\00761_pos_128.npy,data/hcr_train\triplets\00761_neg_64.npy,data/hcr_train\triplets\00761_neg_128.npy,0.8913,0.909,0.41,47.58,742.9,726.6
762,180,Easy,dram_1x,data/hcr_train\triplets\00762_ref_64.npy,data/hcr_train\triplets\00762_ref_128.npy,data/hcr_train\triplets\00762_pos_64.npy,data/hcr_train\triplets\00762_pos_128.npy,data/hcr_train\triplets\00762_neg_64.npy,data/hcr_train\triplets\00762_neg_128.npy,0.8913,0.9086,0.41,648.71,742.9,726.6
763,180,Easy,dram_1x,data/hcr_train\triplets\00763_ref_64.npy,data/hcr_train\triplets\00763_ref_128.npy,data/hcr_train\triplets\00763_pos_64.npy,data/hcr_train\triplets\00763_pos_128.npy,data/hcr_train\triplets\00763_neg_64.npy,data/hcr_train\triplets\00763_neg_128.npy,0.8913,0.8995,0.41,63.91,742.9,726.6
764,180,Easy,dram_1x,data/hcr_train\triplets\00764_ref_64.npy,data/hcr_train\triplets\00764_ref_128.npy,data/hcr_train\triplets\00764_pos_64.npy,data/hcr_train\triplets\00764_pos_128.npy,data/hcr_train\triplets\00764_neg_64.npy,data/hcr_train\triplets\00764_neg_128.npy,0.8913,0.897,0.41,28.1,742.9,726.6
765,181,Medium,dram_dense,data/hcr_train\triplets\00765_ref_64.npy,data/hcr_train\triplets\00765_ref_128.npy,data/hcr_train\triplets\00765_pos_64.npy,data/hcr_train\triplets\00765_pos_128.npy,data/hcr_train\triplets\00765_neg_64.npy,data/hcr_train\triplets\00765_neg_128.npy,0.9092,0.8357,1.22,17.8,110.2,861.8
766,181,Medium,dram_dense,data/hcr_train\triplets\00766_ref_64.npy,data/hcr_train\triplets\00766_ref_128.npy,data/hcr_train\triplets\00766_pos_64.npy,data/hcr_train\triplets\00766_pos_128.npy,data/hcr_train\triplets\00766_neg_64.npy,data/hcr_train\triplets\00766_neg_128.npy,0.9092,0.8161,1.22,20.2,110.2,861.8
767,181,Medium,dram_dense,data/hcr_train\triplets\00767_ref_64.npy,data/hcr_train\triplets\00767_ref_128.npy,data/hcr_train\triplets\00767_pos_64.npy,data/hcr_train\triplets\00767_pos_128.npy,data/hcr_train\triplets\00767_neg_64.npy,data/hcr_train\triplets\00767_neg_128.npy,0.9092,0.8061,1.22,35.8,110.2,861.8
768,181,Medium,dram_dense,data/hcr_train\triplets\00768_ref_64.npy,data/hcr_train\triplets\00768_ref_128.npy,data/hcr_train\triplets\00768_pos_64.npy,data/hcr_train\triplets\00768_pos_128.npy,data/hcr_train\triplets\00768_neg_64.npy,data/hcr_train\triplets\00768_neg_128.npy,0.9092,0.7398,1.22,39.2,110.2,861.8
769,181,Medium,dram_dense,data/hcr_train\triplets\00769_ref_64.npy,data/hcr_train\triplets\00769_ref_128.npy,data/hcr_train\triplets\00769_pos_64.npy,data/hcr_train\triplets\00769_pos_128.npy,data/hcr_train\triplets\00769_neg_64.npy,data/hcr_train\triplets\00769_neg_128.npy,0.9092,0.7157,1.22,55.8,110.2,861.8
770,184,Easy,dram_1x,data/hcr_train\triplets\00770_ref_64.npy,data/hcr_train\triplets\00770_ref_128.npy,data/hcr_train\triplets\00770_pos_64.npy,data/hcr_train\triplets\00770_pos_128.npy,data/hcr_train\triplets\00770_neg_64.npy,data/hcr_train\triplets\00770_neg_128.npy,0.9235,0.9319,0.41,108.4,167.4,86.9
771,184,Easy,dram_1x,data/hcr_train\triplets\00771_ref_64.npy,data/hcr_train\triplets\00771_ref_128.npy,data/hcr_train\triplets\00771_pos_64.npy,data/hcr_train\triplets\00771_pos_128.npy,data/hcr_train\triplets\00771_neg_64.npy,data/hcr_train\triplets\00771_neg_128.npy,0.9235,0.9309,0.41,43.4,167.4,86.9
772,184,Easy,dram_1x,data/hcr_train\triplets\00772_ref_64.npy,data/hcr_train\triplets\00772_ref_128.npy,data/hcr_train\triplets\00772_pos_64.npy,data/hcr_train\triplets\00772_pos_128.npy,data/hcr_train\triplets\00772_neg_64.npy,data/hcr_train\triplets\00772_neg_128.npy,0.9235,0.9227,0.41,21.6,167.4,86.9
773,184,Easy,dram_1x,data/hcr_train\triplets\00773_ref_64.npy,data/hcr_train\triplets\00773_ref_128.npy,data/hcr_train\triplets\00773_pos_64.npy,data/hcr_train\triplets\00773_pos_128.npy,data/hcr_train\triplets\00773_neg_64.npy,data/hcr_train\triplets\00773_neg_128.npy,0.9235,0.9093,0.41,662.59,167.4,86.9
774,184,Easy,dram_1x,data/hcr_train\triplets\00774_ref_64.npy,data/hcr_train\triplets\00774_ref_128.npy,data/hcr_train\triplets\00774_pos_64.npy,data/hcr_train\triplets\00774_pos_128.npy,data/hcr_train\triplets\00774_neg_64.npy,data/hcr_train\triplets\00774_neg_128.npy,0.9235,0.9087,0.41,649.61,167.4,86.9
775,185,Medium,dram_dense,data/hcr_train\triplets\00775_ref_64.npy,data/hcr_train\triplets\00775_ref_128.npy,data/hcr_train\triplets\00775_pos_64.npy,data/hcr_train\triplets\00775_pos_128.npy,data/hcr_train\triplets\00775_neg_64.npy,data/hcr_train\triplets\00775_neg_128.npy,0.8272,0.8351,0.32,64.1,629.9,217.3
776,185,Medium,dram_dense,data/hcr_train\triplets\00776_ref_64.npy,data/hcr_train\triplets\00776_ref_128.npy,data/hcr_train\triplets\00776_pos_64.npy,data/hcr_train\triplets\00776_pos_128.npy,data/hcr_train\triplets\00776_neg_64.npy,data/hcr_train\triplets\00776_neg_128.npy,0.8272,0.8322,0.32,107.1,629.9,217.3
777,185,Medium,dram_dense,data/hcr_train\triplets\00777_ref_64.npy,data/hcr_train\triplets\00777_ref_128.npy,data/hcr_train\triplets\00777_pos_64.npy,data/hcr_train\triplets\00777_pos_128.npy,data/hcr_train\triplets\00777_neg_64.npy,data/hcr_train\triplets\00777_neg_128.npy,0.8272,0.8322,0.32,21.1,629.9,217.3
778,185,Medium,dram_dense,data/hcr_train\triplets\00778_ref_64.npy,data/hcr_train\triplets\00778_ref_128.npy,data/hcr_train\triplets\00778_pos_64.npy,data/hcr_train\triplets\00778_pos_128.npy,data/hcr_train\triplets\00778_neg_64.npy,data/hcr_train\triplets\00778_neg_128.npy,0.8272,0.8054,0.32,72.3,629.9,217.3
779,185,Medium,dram_dense,data/hcr_train\triplets\00779_ref_64.npy,data/hcr_train\triplets\00779_ref_128.npy,data/hcr_train\triplets\00779_pos_64.npy,data/hcr_train\triplets\00779_pos_128.npy,data/hcr_train\triplets\00779_neg_64.npy,data/hcr_train\triplets\00779_neg_128.npy,0.8272,0.7973,0.32,144.3,629.9,217.3
780,186,Hard,finfet_10nm,data/hcr_train\triplets\00780_ref_64.npy,data/hcr_train\triplets\00780_ref_128.npy,data/hcr_train\triplets\00780_pos_64.npy,data/hcr_train\triplets\00780_pos_128.npy,data/hcr_train\triplets\00780_neg_64.npy,data/hcr_train\triplets\00780_neg_128.npy,0.7111,0.6877,2.53,98.5,742.5,884.6
781,186,Hard,finfet_10nm,data/hcr_train\triplets\00781_ref_64.npy,data/hcr_train\triplets\00781_ref_128.npy,data/hcr_train\triplets\00781_pos_64.npy,data/hcr_train\triplets\00781_pos_128.npy,data/hcr_train\triplets\00781_neg_64.npy,data/hcr_train\triplets\00781_neg_128.npy,0.7111,0.6731,2.53,114.5,742.5,884.6
782,186,Hard,finfet_10nm,data/hcr_train\triplets\00782_ref_64.npy,data/hcr_train\triplets\00782_ref_128.npy,data/hcr_train\triplets\00782_pos_64.npy,data/hcr_train\triplets\00782_pos_128.npy,data/hcr_train\triplets\00782_neg_64.npy,data/hcr_train\triplets\00782_neg_128.npy,0.7111,0.6701,2.53,13.51,742.5,884.6
783,186,Hard,finfet_10nm,data/hcr_train\triplets\00783_ref_64.npy,data/hcr_train\triplets\00783_ref_128.npy,data/hcr_train\triplets\00783_pos_64.npy,data/hcr_train\triplets\00783_pos_128.npy,data/hcr_train\triplets\00783_neg_64.npy,data/hcr_train\triplets\00783_neg_128.npy,0.7111,0.6595,2.53,18.5,742.5,884.6
784,186,Hard,finfet_10nm,data/hcr_train\triplets\00784_ref_64.npy,data/hcr_train\triplets\00784_ref_128.npy,data/hcr_train\triplets\00784_pos_64.npy,data/hcr_train\triplets\00784_pos_128.npy,data/hcr_train\triplets\00784_neg_64.npy,data/hcr_train\triplets\00784_neg_128.npy,0.7111,0.646,2.53,82.5,742.5,884.6
785,187,Adversarial,finfet_7nm,data/hcr_train\triplets\00785_ref_64.npy,data/hcr_train\triplets\00785_ref_128.npy,data/hcr_train\triplets\00785_pos_64.npy,data/hcr_train\triplets\00785_pos_128.npy,data/hcr_train\triplets\00785_neg_64.npy,data/hcr_train\triplets\00785_neg_128.npy,0.3297,0.3297,7.51,55.5,718.5,259.6
786,187,Adversarial,finfet_7nm,data/hcr_train\triplets\00786_ref_64.npy,data/hcr_train\triplets\00786_ref_128.npy,data/hcr_train\triplets\00786_pos_64.npy,data/hcr_train\triplets\00786_pos_128.npy,data/hcr_train\triplets\00786_neg_64.npy,data/hcr_train\triplets\00786_neg_128.npy,0.3297,0.3287,7.51,41.5,718.5,259.6
787,187,Adversarial,finfet_7nm,data/hcr_train\triplets\00787_ref_64.npy,data/hcr_train\triplets\00787_ref_128.npy,data/hcr_train\triplets\00787_pos_64.npy,data/hcr_train\triplets\00787_pos_128.npy,data/hcr_train\triplets\00787_neg_64.npy,data/hcr_train\triplets\00787_neg_128.npy,0.3297,0.3236,7.51,89.5,718.5,259.6
788,187,Adversarial,finfet_7nm,data/hcr_train\triplets\00788_ref_64.npy,data/hcr_train\triplets\00788_ref_128.npy,data/hcr_train\triplets\00788_pos_64.npy,data/hcr_train\triplets\00788_pos_128.npy,data/hcr_train\triplets\00788_neg_64.npy,data/hcr_train\triplets\00788_neg_128.npy,0.3297,0.3035,7.51,38.5,718.5,259.6
789,187,Adversarial,finfet_7nm,data/hcr_train\triplets\00789_ref_64.npy,data/hcr_train\triplets\00789_ref_128.npy,data/hcr_train\triplets\00789_pos_64.npy,data/hcr_train\triplets\00789_pos_128.npy,data/hcr_train\triplets\00789_neg_64.npy,data/hcr_train\triplets\00789_neg_128.npy,0.3297,0.3013,7.51,11.51,718.5,259.6
790,188,Easy,dram_1x,data/hcr_train\triplets\00790_ref_64.npy,data/hcr_train\triplets\00790_ref_128.npy,data/hcr_train\triplets\00790_pos_64.npy,data/hcr_train\triplets\00790_pos_128.npy,data/hcr_train\triplets\00790_neg_64.npy,data/hcr_train\triplets\00790_neg_128.npy,0.9213,0.9119,0.32,58.1,123.1,864.3
791,188,Easy,dram_1x,data/hcr_train\triplets\00791_ref_64.npy,data/hcr_train\triplets\00791_ref_128.npy,data/hcr_train\triplets\00791_pos_64.npy,data/hcr_train\triplets\00791_pos_128.npy,data/hcr_train\triplets\00791_neg_64.npy,data/hcr_train\triplets\00791_neg_128.npy,0.9213,0.9092,0.32,56.9,123.1,864.3
792,188,Easy,dram_1x,data/hcr_train\triplets\00792_ref_64.npy,data/hcr_train\triplets\00792_ref_128.npy,data/hcr_train\triplets\00792_pos_64.npy,data/hcr_train\triplets\00792_pos_128.npy,data/hcr_train\triplets\00792_neg_64.npy,data/hcr_train\triplets\00792_neg_128.npy,0.9213,0.8872,0.32,85.9,123.1,864.3
793,188,Easy,dram_1x,data/hcr_train\triplets\00793_ref_64.npy,data/hcr_train\triplets\00793_ref_128.npy,data/hcr_train\triplets\00793_pos_64.npy,data/hcr_train\triplets\00793_pos_128.npy,data/hcr_train\triplets\00793_neg_64.npy,data/hcr_train\triplets\00793_neg_128.npy,0.9213,0.8723,0.32,29.1,123.1,864.3
794,188,Easy,dram_1x,data/hcr_train\triplets\00794_ref_64.npy,data/hcr_train\triplets\00794_ref_128.npy,data/hcr_train\triplets\00794_pos_64.npy,data/hcr_train\triplets\00794_pos_128.npy,data/hcr_train\triplets\00794_neg_64.npy,data/hcr_train\triplets\00794_neg_128.npy,0.9213,0.8573,0.32,27.9,123.1,864.3
795,189,Medium,dram_dense,data/hcr_train\triplets\00795_ref_64.npy,data/hcr_train\triplets\00795_ref_128.npy,data/hcr_train\triplets\00795_pos_64.npy,data/hcr_train\triplets\00795_pos_128.npy,data/hcr_train\triplets\00795_neg_64.npy,data/hcr_train\triplets\00795_neg_128.npy,0.9123,0.765,0.41,766.4,934.4,293.1
796,189,Medium,dram_dense,data/hcr_train\triplets\00796_ref_64.npy,data/hcr_train\triplets\00796_ref_128.npy,data/hcr_train\triplets\00796_pos_64.npy,data/hcr_train\triplets\00796_pos_128.npy,data/hcr_train\triplets\00796_neg_64.npy,data/hcr_train\triplets\00796_neg_128.npy,0.9123,0.7634,0.41,730.4,934.4,293.1
797,189,Medium,dram_dense,data/hcr_train\triplets\00797_ref_64.npy,data/hcr_train\triplets\00797_ref_128.npy,data/hcr_train\triplets\00797_pos_64.npy,data/hcr_train\triplets\00797_pos_128.npy,data/hcr_train\triplets\00797_neg_64.npy,data/hcr_train\triplets\00797_neg_128.npy,0.9123,0.7578,0.41,18.4,934.4,293.1
798,189,Medium,dram_dense,data/hcr_train\triplets\00798_ref_64.npy,data/hcr_train\triplets\00798_ref_128.npy,data/hcr_train\triplets\00798_pos_64.npy,data/hcr_train\triplets\00798_pos_128.npy,data/hcr_train\triplets\00798_neg_64.npy,data/hcr_train\triplets\00798_neg_128.npy,0.9123,0.7527,0.41,802.4,934.4,293.1
799,189,Medium,dram_dense,data/hcr_train\triplets\00799_ref_64.npy,data/hcr_train\triplets\00799_ref_128.npy,data/hcr_train\triplets\00799_pos_64.npy,data/hcr_train\triplets\00799_pos_128.npy,data/hcr_train\triplets\00799_neg_64.npy,data/hcr_train\triplets\00799_neg_128.npy,0.9123,0.7444,0.41,838.4,934.4,293.1
800,190,Hard,finfet_10nm,data/hcr_train\triplets\00800_ref_64.npy,data/hcr_train\triplets\00800_ref_128.npy,data/hcr_train\triplets\00800_pos_64.npy,data/hcr_train\triplets\00800_pos_128.npy,data/hcr_train\triplets\00800_neg_64.npy,data/hcr_train\triplets\00800_neg_128.npy,0.71,0.5276,1.08,667.44,943.0,283.6
801,190,Hard,finfet_10nm,data/hcr_train\triplets\00801_ref_64.npy,data/hcr_train\triplets\00801_ref_128.npy,data/hcr_train\triplets\00801_pos_64.npy,data/hcr_train\triplets\00801_pos_128.npy,data/hcr_train\triplets\00801_neg_64.npy,data/hcr_train\triplets\00801_neg_128.npy,0.71,0.5262,1.08,624.72,943.0,283.6
802,190,Hard,finfet_10nm,data/hcr_train\triplets\00802_ref_64.npy,data/hcr_train\triplets\00802_ref_128.npy,data/hcr_train\triplets\00802_pos_64.npy,data/hcr_train\triplets\00802_pos_128.npy,data/hcr_train\triplets\00802_neg_64.npy,data/hcr_train\triplets\00802_neg_128.npy,0.71,0.5221,1.08,541.94,943.0,283.6
803,190,Hard,finfet_10nm,data/hcr_train\triplets\00803_ref_64.npy,data/hcr_train\triplets\00803_ref_128.npy,data/hcr_train\triplets\00803_pos_64.npy,data/hcr_train\triplets\00803_pos_128.npy,data/hcr_train\triplets\00803_neg_64.npy,data/hcr_train\triplets\00803_neg_128.npy,0.71,0.5161,1.08,582.82,943.0,283.6
804,190,Hard,finfet_10nm,data/hcr_train\triplets\00804_ref_64.npy,data/hcr_train\triplets\00804_ref_128.npy,data/hcr_train\triplets\00804_pos_64.npy,data/hcr_train\triplets\00804_pos_128.npy,data/hcr_train\triplets\00804_neg_64.npy,data/hcr_train\triplets\00804_neg_128.npy,0.71,0.514,1.08,306.02,943.0,283.6
805,191,Adversarial,finfet_7nm,data/hcr_train\triplets\00805_ref_64.npy,data/hcr_train\triplets\00805_ref_128.npy,data/hcr_train\triplets\00805_pos_64.npy,data/hcr_train\triplets\00805_pos_128.npy,data/hcr_train\triplets\00805_neg_64.npy,data/hcr_train\triplets\00805_neg_128.npy,0.3749,0.2886,6.1,9.9,845.1,875.1
806,191,Adversarial,finfet_7nm,data/hcr_train\triplets\00806_ref_64.npy,data/hcr_train\triplets\00806_ref_128.npy,data/hcr_train\triplets\00806_pos_64.npy,data/hcr_train\triplets\00806_pos_128.npy,data/hcr_train\triplets\00806_neg_64.npy,data/hcr_train\triplets\00806_neg_128.npy,0.3749,0.2549,6.1,20.1,845.1,875.1
807,191,Adversarial,finfet_7nm,data/hcr_train\triplets\00807_ref_64.npy,data/hcr_train\triplets\00807_ref_128.npy,data/hcr_train\triplets\00807_pos_64.npy,data/hcr_train\triplets\00807_pos_128.npy,data/hcr_train\triplets\00807_neg_64.npy,data/hcr_train\triplets\00807_neg_128.npy,0.3749,0.244,6.1,182.1,845.1,875.1
808,191,Adversarial,finfet_7nm,data/hcr_train\triplets\00808_ref_64.npy,data/hcr_train\triplets\00808_ref_128.npy,data/hcr_train\triplets\00808_pos_64.npy,data/hcr_train\triplets\00808_pos_128.npy,data/hcr_train\triplets\00808_neg_64.npy,data/hcr_train\triplets\00808_neg_128.npy,0.3749,0.2431,6.1,134.1,845.1,875.1
809,191,Adversarial,finfet_7nm,data/hcr_train\triplets\00809_ref_64.npy,data/hcr_train\triplets\00809_ref_128.npy,data/hcr_train\triplets\00809_pos_64.npy,data/hcr_train\triplets\00809_pos_128.npy,data/hcr_train\triplets\00809_neg_64.npy,data/hcr_train\triplets\00809_neg_128.npy,0.3749,0.2334,6.1,198.1,845.1,875.1
810,192,Easy,dram_1x,data/hcr_train\triplets\00810_ref_64.npy,data/hcr_train\triplets\00810_ref_128.npy,data/hcr_train\triplets\00810_pos_64.npy,data/hcr_train\triplets\00810_pos_128.npy,data/hcr_train\triplets\00810_neg_64.npy,data/hcr_train\triplets\00810_neg_128.npy,0.956,0.8182,0.22,19.2,829.9,320.8
811,192,Easy,dram_1x,data/hcr_train\triplets\00811_ref_64.npy,data/hcr_train\triplets\00811_ref_128.npy,data/hcr_train\triplets\00811_pos_64.npy,data/hcr_train\triplets\00811_pos_128.npy,data/hcr_train\triplets\00811_neg_64.npy,data/hcr_train\triplets\00811_neg_128.npy,0.956,0.8059,0.22,421.51,829.9,320.8
812,192,Easy,dram_1x,data/hcr_train\triplets\00812_ref_64.npy,data/hcr_train\triplets\00812_ref_128.npy,data/hcr_train\triplets\00812_pos_64.npy,data/hcr_train\triplets\00812_pos_128.npy,data/hcr_train\triplets\00812_neg_64.npy,data/hcr_train\triplets\00812_neg_128.npy,0.956,0.7876,0.22,38.2,829.9,320.8
813,192,Easy,dram_1x,data/hcr_train\triplets\00813_ref_64.npy,data/hcr_train\triplets\00813_ref_128.npy,data/hcr_train\triplets\00813_pos_64.npy,data/hcr_train\triplets\00813_pos_128.npy,data/hcr_train\triplets\00813_neg_64.npy,data/hcr_train\triplets\00813_neg_128.npy,0.956,0.7776,0.22,287.98,829.9,320.8
814,192,Easy,dram_1x,data/hcr_train\triplets\00814_ref_64.npy,data/hcr_train\triplets\00814_ref_128.npy,data/hcr_train\triplets\00814_pos_64.npy,data/hcr_train\triplets\00814_pos_128.npy,data/hcr_train\triplets\00814_neg_64.npy,data/hcr_train\triplets\00814_neg_128.npy,0.956,0.7736,0.22,77.2,829.9,320.8
815,193,Medium,dram_dense,data/hcr_train\triplets\00815_ref_64.npy,data/hcr_train\triplets\00815_ref_128.npy,data/hcr_train\triplets\00815_pos_64.npy,data/hcr_train\triplets\00815_pos_128.npy,data/hcr_train\triplets\00815_neg_64.npy,data/hcr_train\triplets\00815_neg_128.npy,0.9125,0.857,1.22,94.8,106.2,858.8
816,193,Medium,dram_dense,data/hcr_train\triplets\00816_ref_64.npy,data/hcr_train\triplets\00816_ref_128.npy,data/hcr_train\triplets\00816_pos_64.npy,data/hcr_train\triplets\00816_pos_128.npy,data/hcr_train\triplets\00816_neg_64.npy,data/hcr_train\triplets\00816_neg_128.npy,0.9125,0.8437,1.22,49.2,106.2,858.8
817,193,Medium,dram_dense,data/hcr_train\triplets\00817_ref_64.npy,data/hcr_train\triplets\00817_ref_128.npy,data/hcr_train\triplets\00817_pos_64.npy,data/hcr_train\triplets\00817_pos_128.npy,data/hcr_train\triplets\00817_neg_64.npy,data/hcr_train\triplets\00817_neg_128.npy,0.9125,0.8423,1.22,46.8,106.2,858.8
818,193,Medium,dram_dense,data/hcr_train\triplets\00818_ref_64.npy,data/hcr_train\triplets\00818_ref_128.npy,data/hcr_train\triplets\00818_pos_64.npy,data/hcr_train\triplets\00818_pos_128.npy,data/hcr_train\triplets\00818_neg_64.npy,data/hcr_train\triplets\00818_neg_128.npy,0.9125,0.7131,1.22,74.8,106.2,858.8
819,193,Medium,dram_dense,data/hcr_train\triplets\00819_ref_64.npy,data/hcr_train\triplets\00819_ref_128.npy,data/hcr_train\triplets\00819_pos_64.npy,data/hcr_train\triplets\00819_pos_128.npy,data/hcr_train\triplets\00819_neg_64.npy,data/hcr_train\triplets\00819_neg_128.npy,0.9125,0.6876,1.22,21.2,106.2,858.8
